 # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text=Forlag:
1-1	Forlag	B-noun.institution|B-noun.person|B-noun.container	forlag	NC:siun:--:----	
1-2	:	O	:	ZP	

#id=2
#text=Ah, ok...
2-1	Ah	O	ah	I-:----:--:----	
2-2	,	O	,	ZD	
2-3	ok	O	ok	I-:----:--:----	
2-4	.	O	.	ZP	
2-5	.	O	.	ZP	
2-6	.	O	.	ZP	

#id=3
#text=Jeg synes egentlig ikke der er noget galt med det. på en website stod der : ...Digimon was created way before Pokemon, and people thought that it was copying Pokemon only because that came out in America before Digimon... men om det er sandt aner jeg ikke
3-1	Jeg	O	jeg	PP:s-nc:--:-1n-	
3-2	synes	B-verb.stative|B-verb.cognition	syne	VF:----:sp:----	
3-3	egentlig	O	egentlig	D-:----:--:u---	
3-4	ikke	O	ikke	D-:----:--:u---	
3-5	der	O	der	US:----:--:----	
3-6	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
3-7	noget	O	nogen	PI:s-un:--:----	
3-8	galt	B-adj.mental|B-adj.all	gal	AC:siun:--:p---	
3-9	med	O	med	T-:----:--:----	
3-10	det	O	det	PP:s-un:--:-3n-	
3-11	.	O	.	ZP	
3-12	på	O	på	T-:----:--:----	
3-13	en	O	en	PI:s-uc:--:----	
3-14	website	B-noun.communication	website	NW:----:--:----	
3-15	stod	B-noun.animal	stod	NC:piu#:--:----	
3-16	der	O	der	US:----:--:----	
3-17	:	O	:	ZP	
3-18	.	O	.	ZP	
3-19	.	O	.	ZP	
3-20	.	O	.	ZP	
3-21	Digimon	O	Digimon	NP:siu#:--:----	
3-22	was	O	was	XF:----:--:----	
3-23	created	O	creatED	NC:siuc:--:----	
3-24	way	O	waY	NC:siun:--:----	
3-25	before	O	before	VI:----:-a:----	
3-26	Pokemon	O	Pokemon	NP:siu#:--:----	
3-27	,	O	,	ZD	
3-28	and	O	And	XF:----:--:----	
3-29	people	O	People	XF:----:--:----	
3-30	thought	O	thoughtempore	XF:----:--:----	
3-31	that	O	That	XF:----:--:----	
3-32	it	O	it	XF:----:--:----	
3-33	was	O	was	XF:----:--:----	
3-34	copying	O	copying	XS:----:--:----	
3-35	Pokemon	O	Pokemon	NP:siu#:--:----	
3-36	only	O	only	XY:----:--:----	
3-37	because	O	because	VI:----:-a:----	
3-38	that	O	That	XF:----:--:----	
3-39	came	O	caMe	XF:----:--:----	
3-40	out	O	out	XF:----:--:----	
3-41	in	O	In	XF:----:--:----	
3-42	America	O	American	NP:siu#:--:----	
3-43	before	O	before	VI:----:-a:----	
3-44	Digimon	O	Digimon	NP:siu#:--:----	
3-45	.	O	.	ZP	
3-46	.	O	.	ZP	
3-47	.	O	.	ZP	
3-48	men	O	men	CC:----:--:----	
3-49	om	O	om	CS:----:--:----	
3-50	det	O	det	PP:s-un:--:-3n-	
3-51	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
3-52	sandt	B-adj.phys	sand	AD:----:--:p---	
3-53	aner	B-verb.phenomenon	ane	VF:----:sa:----	
3-54	jeg	O	jeg	PP:s-nc:--:-1n-	
3-55	ikke	O	ikke	D-:----:--:u---	
